source	target	freq
والممات	wa-al-mamāt	1
والملية	wa-al-Malīyah	1
والمليارات	wa-al-milyārāt	1
إنتظام	intiẓām	1
والمملوك	wa-al-mamlūk	1
wa-l-ʻadl	wa-l-ʻadl	1
والمناطقية	wa-al-manāṭiqīyah	1
إنتصارا	intiṣāran	1
والمناضل	wa-al-munāḍil	1
والمناصير	wa-al-Manāṣīr	1
والمناصرة	wa-al-munāṣarah	1
إنتصارات	intiṣārāt	1
إنتصاري	intiṣāray	1
إنتصر	intiṣar	1
إنتصرت	intaṣart	1
والمناخي	wa-al-munākhī	1
والممنوع	wa-al-mamnūʻ	1
إنتظارات	Intiẓārāt	1
والمواغظ	wa-al-mawāʻiẓ	1
والموءسسات	wa-al-muʼassasāt	1
والمهيري	wa-al-Muhayrī	1
والمهيد	wa-al-mahīd	1
إمريء	imriʼin	1
إمساك	imsāk	1
والمهندس	wa-al-muhandis	1
إمضاءات	Imḍāʼāt	1
إمطانس	Imṭānis	1
والمهمشون	wa-al-muhammashūn	1
والمهمش	wa-al-muhammash	1
والمهمات	al-muhimmāt	1
والمهل	wa-al-muhal	1
والمهرجانات	wa-al-Mahrajānāt	1
والمهرج	wa-al-muharrij	1
والمهرة	wa-al-Mahrah	1
والموائد	wa-al-mawāʼid	1
إمراني	Imrānī	1
والمهذب	wa-al-Muhadhdhab	1
wa-sharaḥahu	wa-sharaḥahu	1
والمواضعات	wa-al-muwāḍaʻāt	1
wa-sabʻūna	wa-sabʻūna	1
والمواصفات	wa-al-muwāṣafāt	1
والمواشي	wa-al-mawāshī	1
إمرأتنا	Imraʼatunā	1
إمراءة	imraʼah	1
والمواد	wa-al-mawādd	1
والمهذبة	wa-al-muhadhdhibah	1
والمهدية	wa-al-maʻhadīyah	1
والمنكرين	wa-al-munkirīn	1
إمكانيتها	imkānīyātuhā	1
إملاء-لغة-طرف	imlāʼ-lughah-ṭuraf	1
إملشيل	Imlashīl	1
إملين	Imilīn	1
والمنفصلة	wa-al-munfaṣilah	1
والمنعقد	wa-al-munʻaqid	1
wa-rattabahu	wa-rattabahu	1
والمنظم	wa-al-munaẓẓam	1
والمنطوق	wa-al-manṭūq	1
والمنطلقات	wa-al-munṭalaqāt	1
والمنكرات	wa-al-munkarāt	1
إمكانيات	imkānīyāt	1
والمهدوية	wa-al-Mahdawīyah	1
والمهجرية	wa-al-mahjarīyah	1
إمغار	Amghār	1
والمهازل	wa-al-mahāzil	1
والمهاري	wa-al-mahārī	1
إمكان	imkān	1
والمهاجرة	wa-al-muhājirah	1
والمهاجر	wa-al-mahājir	1
والمنوفية	wa-al-Minūfīyah	1
والمنورة	al-Munawwarah	1
إمكاناتها	imkānātihā	1
والمنهل	wa-al-manhal	1
إمكانه	imkānuh	1
11م	11M	1
لثغر	li-thaghr	1
الموانع	al-mawāniʻ	1
تمحى	tumḥá	1
تمجيد	tamjīd	1
تمثّلات	tamāththulāt	1
تمثيلي	tamthīlī	1
تمثلها	tumaththiluhā	1
الكشاني	al-Kāshānī	1
الكشتهاردي	al-Ishtihārdī	1
الكشر	al-Kushar	1
تمتمات	Tamtamāt	1
تمتد	tamtaddu	1
تمتاز	tamtāzu	1
تمجيدا	tamjīdan	1
تمحيص	Tamḥīṣ	1
تمزق	tumazzaq	1
تمزح	tamzaḥu	1
تمزج	tamzuju	1
الكسوفي	al-Kusūfī	1
تمريرا	tamrīran	1
تمره	tamrih	1
الكسيبي	al-Kusaybī	1
تمرتاش	Timirtāsh	1
تمراز	Timrāz	1
Stamboul	Stamboul	1
تمحيصية	tamḥīṣīyah	1
تمة	tamat	1
تمارس	tumārisu	1
Staatsbibliothek	Staatsbibliothek	1
Er	Er	1
الكعلي	al-Kuʻlī	1
الكعود	al-Kaʻūd	1
تلّ	Tall	1
تليه	talīhi	1
الكفائي	al-Kafāʼī	1
الكعبري	al-Kuʻbarī	1
Stachowitsch	Stachowitsch	1
تمبكتو	Tumbikutū	1
تمايز	Tamāyuz	1
تماهي	Tamāhī	1
تمامي	Tammāmī	1
الكشك	al-Kushuk	1
الكشكار	al-kishkār	1
الكشميرية	al-Kashmīrīyah	1
Eqlima	Eqlima	1
الكشوفات	al-Kushūfāt	1
الكصرية	al-Miṣrīyah	1
تمازغا	Tamāzaghā	1
تمزقات	tamazzuqāt	1
تمس	tamissu	1
الكفائية	al-kafāʼīyah	1
تناسب	tanāsub	1
تناثر	tanāthara	1
تن	Tan	1
تمييزها	tamyīzuhā	1
تميمى	Tamīmī	1
تميمه	Tamīmah	1
English-speaking	English-speaking	1
تميط	tumīṭu	1
States	States	1
تناص	Tanāṣṣ	1
تمويه	tamwīh	1
تناصية	tanāṣṣīyah	1
تنبأ	Tanabbaʼ	1
تناوله	tanāwuluhu	1
تناولت	tanāwalat	1
تناهيد	Tanāhīd	1
تنامي	tanāmī	1
تنال	tunālu	1
تناقش	tunāqishu	1
تنافي	tunāfī	1
تنافسيت	tanāfusīyat	1
تنافسي	tanāfusī	1
الكريفي	al-Kurayfī	1
الكريوي	al-Kuraywī	1
تمسك	tumsiku	1
تمناها	tamannāhā	1
تملّك	Tamalluk	1
الكسروانيين	al-Kisrawānīyīn	1
الكسم	al-kasm	1
تمكننا	tumakkinunā	1
تمعنات	tamaʻunāt	1
تمظهرات	tamaẓhurāt	1
الكسنزاني	al-Kasnazānī	1
تمضي	tamḍī	1
تمصيرها	tamṣīrihā	1
تمشي	tamshī	1
تمسُّ	tamassu	1
الكسرة	al-kusrah	1
الكسائي	al-Kisāʼī	1
تمنيات	tamanīyāt	1
الكساب	al-Kassāb	1
الكساح	al-kusāḥ	1
تموز-يوليو	Tammūz-Yūliyū	1
تموز-آب	Tammūz-Āb	1
الكساد	al-kasād	1
Enstitüsü	Enstitüsü	1
تموذ	Tamūdh	1
تمودة	Tamūddah	1
الكسادوي	al-Kasādawī	1
الكسادي	al-Kasādī	1
الكسادية	al-Kasādīyah	1
الكسب	al-Kasb	1
الكستلية	al-Kastalīyah	1
تمهد	tamhid	1
الكستناء	al-kastanāʼ	1
تمنيت	tamannayt	1
تليفزيونية	tilīfizyūnīyah	1
الكتبى	al-Kutubī	1
تلاقيهوش	tilāqīhūsh	1
تلاقي	talāqī	1
تلافيها	talāfīhā	1
تلافي	talāfī	1
تلاشي	talāshī	1
تلاشت	talāshat	1
تلازم	talāzum	1
تلاحقني	tulāḥiqunī	1
تلاتيته	Thulāthīyat	1
تلاتي	Talātī	1
تلات	talāt	1
تلألأ	talaʼlaʼa	1
تل-أبيب	Tal-Abīb	1
Espresso	Espresso	1
تلال	Tilāl	1
Speech	Speech	1
الكلالدة	al-Kalālidah	1
تلاوته	tilāwatuhu	1
Spirit	Spirit	1
تلاميد	Talāmīd	1
تلامس	Talāmus	1
تلامذه	Talāmidhat	1
تكيتك	Takaytak	1
تكنولوجيات	Tiknūlūjiyāt	1
الكلدانية-الآثورية	al-Kaldānīyah-al-Āthūrīyah	1
تكنولوجي	tiknūlūjī	1
تكنوبرنت	Tiknūbrint	1
تكنوبرس	Tiknūbris	1
الكلدانيين	al-Kaldānīyīn	1
تكميلي	takmīlī	1
الكلزة	al-Kalzah	1
الكلفة	al-Kulfah	1
تكملتهوا	takmilatahū	1
الكلكة	al-Kalkah	1
Souvenirs	Souvenirs	1
Etats	etats	1
تكنولوجية	tiknūlūjīyah	1
تكوّن	Takawwun	1
تكنولوڄيا	Tiknūlūjiyā	1
الكلبوطي	al-Kablūṭī	1
تكوينه	takwīnuh	1
تكويننا	takwīninā	1
Essayed	Essayed	1
Special	Special	1
الكلبيون	al-Kalbīyūn	1
تكونوا	takūnū	1
تكونها	takawwunuhā	1
تكونت	takawwanat	1
الكلة	al-Kalimah	1
تكنيك	taknīk	1
تكنولوچيا	tiknūlūzhiyā	1
الكفة	al-kiffah	1
تلمس	talmis	1
الكفن	al-kafn	1
تللك	Tilka	1
تلكيف	Talkīf	1
الكفيشي	al-Kafīshī	1
تلقيناه	talaqqaynāh	1
الكقر	al-kufr	1
تلقاه	talaqqāhu	1
تلمسانى	Tilimsānī	1
الكفالات	al-kafālāt	1
تلفيق	talfīq	1
تلمود	Talmūd	1
Spiritual	Spiritual	1
الكفاحية	al-kifāḥīyah	1
تليد	talīd	1
تليت	tuliyat	1
تلي	talī	1
تلوين	talwīn	1
تلويحة	talwīḥat	1
تلويث	talwīth	1
تلوذين	talūdhīn	1
تلوح	Talūḥ	1
تلوثت	talawwathtu	1
الكفارنة	al-Kafārinah	1
الكفاعات	al-kafāʼāt	1
الكفافي	al-Kafāfī	1
تلفيقية	talfīqīyat	1
Eski	Eski	1
تلخىص	talkhīṣ	1
تلحينية	talḥīnīyah	1
تلحيناتها	talḥīnātihā	1
تلحين	Talḥīn	1
الكلاباذي	Kalābādhī	1
تلتهم	taltahimu	1
تلتها	talatʹhā	1
تلتحم	taltaḥam	1
تلة	tallah	1
تلبيسات	talbīsāt	1
الكلابية	al-Kullābīyah	1
تلبيتها	talbīyatuhā	1
الكلأ	al-kalaʼ	1
تلفونية	tilifūnīyah	1
Ergon-Verlag	Ergon-Verlag	1
تلفظني	talfiẓunī	1
الككلي	Kaklī	1
تلفزيون	tilifizyūn	1
تلفت	talaffata	1
تلف	talaf	1
تلعليا	al-ʻUlyā	1
تلعفري	Tallaʻafrī	1
تلعب	talʻabu	1
تلطيف	Talṭīf	1
تلساني	Tilimsānī	1
تلزم	tulzim	1
تلريخ	tārīkh	1
تلخيصاً	talkhīṣan	1
تنبؤات	Tanabbuʼāt	1
تنبت	tanbutu	1
تنبعث	tanbaʻith	1
الكدمي	al-Kadamī	1
Elite	Elite	1
الكدية	al-Kadyah	1
توارث	tawāruth	1
تواجهها	tuwājihuhā	1
تواجهه	tuwājihuhu	1
الكديري	al-Kadīrī	1
الكذاب	al-kadhdhāb	1
تواجدهم	tawājudihim	1
تواجدها	tawājuduhā	1
الكذبة	al-kidhbah	1
الكدي	al-Kudayy	1
توازنات	tawāzunāt	1
توابين	Tauwābīn	1
الكدري	al-Kardarī	1
الكحلاني	al-Kaḥlānī	1
الكحلية	al-kuḥlīyah	1
الكحول	al-Kuḥūl	1
الكحيلي	al-Kaḥīlī	1
توالى	tawālá	1
توافق	tawāfuq	1
توافرها	tawāfuruhā	1
تواطؤ	Tawāṭuʼ	1
الكد	al-Kadd	1
تواصي	tawāṣī	1
تواصلاته	tawāṣulātih	1
الكدر	al-kadar	1
توابع	tawa̲biʻ	1
Eliho	Eliho	1
تهرن	Tehran	1
تهذيبية	tahdhībīyah	1
Elomari	Elomari	1
Emigration	Emigration	1
الكراسات	al-karrāsāt	1
تهدد	tuhaddid	1
تهدأ	tahdaʼ	1
تهجدات	Tahajjudāt	1
تهجت	Bahjat	1
تهتموني	Tahtamūnī	1
تهتف	tahtif	1
تهبك	tahabuka	1
Elkhatib	Elkhatib	1
تهزم	tahzumu	1
توأمان	tawʼamān	1
توأم	tawʼam	1
الكرادشة	al-Karādishah	1
تهويمه	tahwīmuh	1
تهويمات	Tahwīmāt	1
تهويش	Tahwīsh	1
الكرادي	al-Karradī	1
الكرار	al-Karrār	1
تهور	tahawwur	1
تهنئة	Tahniʼat	1
تهم	wa-qaḍāyā	1
تهطل	tahṭulu	1
تهزيب	tahdhīb	1
تنبكت	Tunbukt	1
تورق	tuwarraqu	1
تورط	tawarruṭ	1
تورد	tūradu	1
توربشتي	Tūrbushtī	1
توراوا	Tūrāwā	1
توراه	Tawrāh	1
الكترونيا	iliktrūnīyan	1
الكتكوت	al-katkūt	1
توراتي	Tawrātī	1
الكتل	al-kutal	1
تورا	Tūrā	1
توده	Tūdah	1
الكتلتين	al-kutlatayn	1
تودغا	Tūdghā	1
تودعني	tūwadaʻnī	1
الكتمان	al-kitmān	1
تود	tawaddu	1
الكتيبات	al-Kutayyibāt	1
تورغينيف	Turgenev	1
تورك	Tūrk	1
الكتّاب	al-Kuttāb	1
الكتجانة	al-Katjānah	1
توزوت	Tūzūt	1
توزع	tuwwaziʻ	1
توزاني	Tawzānī	1
توريط	tawrīṭ	1
توريري	Tūrayrī	1
Strip	Strip	1
توريث	Tawrīth	1
تورونتو	Tūrūntū	1
تورنتو	Tūruntū	1
توركيا	Turkīyā	1
توركواتو	Tūrkuwātū	1
الكتيري	al-Katīrī	1
Election	Election	1
Elham	Elham	1
توثيقها	tawthīquhā	1
توتول	Tūtūl	1
توتنهام	Tūtinhām	1
توتشل	Tūtshil	1
توترات	Tawatturāt	1
الكحالي	al-Kaḥḥālī	1
توبلي	Tūblī	1
توثيقهم	tawthīqihim	1
Electorale	Electorale	1
توحىد	Tevḥīd	1
توحشتك	Tuwaḥḥashtik	1
توحش	Tawaḥḥush	1
الكتّاني	al-Kattānī	1
توجيهه	tawjīhuh	1
الكثرة	al-Kathrah	1
الكثوليكية	al-Kathūlīkīyah	1
الكثيب	al-Kathīb	1
توجه	tawajjaha	1
توجس	Tawajjus	1
الكثير	al-kathīr	1
تهب	tahubbu	1
الكراسته	al-Karāsitah	1
تهانوي	Thānvī	1
الكرمانجية	al-Kurmānjīyah	1
تنصر	tanṣuru	1
تنشيطها	tanshīṭihā	1
تنشق	tanashshaq	1
Encyclopedic	Encyclopaedic	1
Encyclopedie	Encyclopedie	1
تنشأته	tanshiʼatuhu	1
تنضربش	tinḍiribsh	1
تنضيد	Tanḍīd	1
تنظيماتهم	tanẓīmātuhum	1
Storm	storm	1
Encouragement	Encouragement	1
الكرزة	al-karazah	1
تنظيرات	al-huwīyah	1
Stories	Stories	1
تنظمه	tunaẓẓimuhu	1
الكركدن	al-karkadan	1
تنطيم	Tanẓīm	1
تنطمها	tunaẓẓimuhā	1
تنطق	tanṭuqu	1
تنسيقها	tansīqihā	1
تنحني	tanḥanī	1
تنحدر	tanḥadir	1
تنحبير	Taḥbīr	1
تنجر	tunjaz	1
الكروية	al-kurawīyah	1
تنته	tantahi	1
تنتقل	tantaqilu	1
تنتظره	tantaẓiruhu	1
الكريداء	al-Kuraydāʼ	1
تنتحب	tantaḥib	1
الكريدلي	al-Karīdlī	1
الكريدي	al-Kuraydī	1
England	England	1
تنبكتي	Tunbuktī	1
تنبكتو	Tanbaktū	1
تنبكت-غدامس	Tunbukt-Ghadāmis	1
تندمل	tandamil	1
الكرمك	al-Karmak	1
تنديد	Tandīd	1
Stewart	Stewart	1
تنسكي	tanassukī	1
تنسب	tunsabu	1
Steiner	Steiner	1
الكرنتينة	al-karnatīnah	1
تنزه	Tanazzuh	1
تنزلق	tanzaliq	1
تنزل	tunazzalu	1
تنزف	tanzifu	1
تنزة	tanazzah	1
تنظيمه	tanẓīmih	1
تنويري	tanwīrī	1
تنون	Tannūn	1
تنومة	Tannūmat	1
تنوف	tanūf	1
الكربلائية	al-Karbalāʼīyah	1
تنور	Tannūr	1
تنواجيو	Tanwājīw	1
تنهيدة	Tanhīdat	1
الكربولي	al-Karbūlī	1
الكرت	al-Kirt	1
الكرجي	al-Karajī	1
Emirati	Emirati	1
الكراوسي	al-Karāwasī	1
تنظيمي	tanẓīmī	1
تنويع	tanwīʻ	1
تهامى	Tuhāmī	1
تهامه	Tihāmah	1
Emirates-Abu	Emirates-Abu	1
تهالي	Tahālī	1
الكراكوز	al-Karākūz	1
الكراكي	al-Karākī	1
Stratejik	Stratejik	1
تهاجر	tuhājiru	1
الكرامه	al-Karāmah	1
تنيسي	Tinīsī	1
تني	Tinay	1
تنويم	tanwīm	1
Emrani	Emrani	1
الكرخ	al-Karakh	1
Emunah	Emunah	1
تنقطع	tanqaṭiʻ	1
تنقصها	tanaqquṣihā	1
تنقر	tanquru	1
تنقاري	Tinqārī	1
تنفيذي	tanfīdhī	1
تنفيذه	tanfīdhuh	1
Story	Story	1
Enacting	Enacting	1
Enas	Enas	1
تنفس	Tanaffus	1
تنفذها	tunaffidhuhā	1
تنفذه	tunaffidhuhu	1
تنعش	tunʻish	1
تنظيمين	tanẓīmayn	1
تنقلات	tanaqqulāt	1
تنقلها	tanaqqulihā	1
الكردوخ	al-Kardūkh	1
تنكابنى	Tunukābunī	1
الكرداوى	al-Kirdāwī	1
تنموي-تكنولوجي	tanmawī-tiknūlūjī	1
تنموي	tanmawī	1
تنموى	tanmawī	1
تنكرية	tanakkurīyah	1
تنكابني	Tunukābunī	1
تنكا	Tankā	1
تنقيبات	Tanqībāt	1
تنقيد	tanqīd	1
تنقيحها	tanqīḥihā	1
تنقيحه	tanqīḥihi	1
الكردستان	al-Kurdistān	1
الكردستانية	al-Kurdistānīyah	1
تكمل	tukmilu	1
تكمجي	Tukmajī	1
تغطية	taghṭīyat	1
تغضبي	taghḍabī	1
تغزري	Tighzarī	1
تغريدة	taghrīdah	1
الكومة	al-Kūmah	1
FESTIVA	FESTIVA	1
تغريبتي	taghrībatī	1
الكوميسا	al-Kūmīsā	1
الكونت	al-Kūnt	1
الكوم	al-Kawm	1
تغري	Taghrī	1
الكوليزيم	al-Kūlīziyūm	1
الكولج	al-Kūlij	1
الكولونيالي	al-Kūlūniyālī	1
الكولي	al-Kūlī	1
الكوليج	al-Kūlīj	1
تغمد	taghammada	1
تغليق	Taghlīq	1
تغلق	tughlaq	1
تغلط	taghlaṭu	1
تغرىبردى	Taghrībirdī	1
تغيرات	taghayyurāt	1
تعودي	taʻūdī	1
تعهد	taʻahhud	1
Smitskamp	Smitskamp	1
تعميمها	taʻmīmihā	1
تعميق	taʻmīq	1
الكوهجي	al-Kūhajī	1
تعم	taʻummu	1
الكوهن	al-Kūhin	1
تعليمي-للصفوف	taʻlīmī-lil-ṣufūf	1
تعليمي	taʻlīmī	1
الكوي	al-Kuwī	1
تعوق	taʻūqu	1
تغرى	Taghrī	1
تعوي	taʻwī	1
تغرق	taghraq	1
تغرد	tugharridu	1
الكونج	al-Kūnj	1
تغذية	Taghdhiyat	1
تغدويني	Taghdūwīnī	1
تغايير	taghāyīr	1
تغاريدي	Taghārīdī	1
تغادر	tughādir	1
تعيينه	taʻyīnihi	1
تعي	taʻī	1
تعويذة	Taʻwīdhat	1
تغيرّ	taghayyar	1
تفصيليا	tafṣīlīyan	1
الكوربة	al-Kūrbah	1
تفسد	tufsidu	1
تفرّد	tafarrada	1
الكوردستاني-العراق	al-Kūrdistānī-al-ʻIrāq	1
Socio-Economic	Socio-Economic	1
الكورمانجية	al-Kūrmānjīyah	1
تفرعاتهم	tafarruʻātuhum	1
تفرعات	Tafarruʻāt	1
تفرع	tafarraʻa	1
تفرح	tafraḥ	1
تفرج	tafarraj	1
تفرازن	Tifrāzan	1
تفراز	Tifrāz	1
الكور	al-Kūr	1
الكودي	al-Kawdī	1
الكورنيش	al-Kūrnīsh	1
Extent	Extent	1
تفصيلاً	tafṣīlan	1
الكوثراني	al-Kawtharānī	1
Sociétés	Sociétés	1
تفشل	tufshilu	1
الكوثرية	al-Kawtharīyah	1
تفسيرها	tafsīruhā	1
الكوجيطو	al-Kūjīṭū	1
تفسيرات	tafsīrāt	1
الكود	al-Kūd	1
تفخر	tafkhar	1
تفاعلاتها	tafāʻulātihā	1
تفاعلات	Tafāʻulāt	1
الكوسة	al-kūsah	1
الكوسج	al-Kawsaj	1
So	So	1
Snow	Snow	1
تغييره	taghyīrahu	1
الكوكبي	al-kawkabī	1
الكوكي	al-Kūkī	1
تفاعلنا	Tafāʻulunā	1
تفجير	tafjīr	1
تفاعلي	tafāʻulī	1
تفجروتي	Tafjarūtī	1
تفجرت	tafajjarat	1
تفتيت	taftīt	1
الكورية	al-Kūrīyah	1
تفتت	tafattut	1
FDI	FDI	1
الكوز	al-Kūz	1
تفاوضية	tafāwuḍīyah	1
تفاوضي	tafāwuḍī	1
تفاوت	Tafāwut	1
تفاهم	tafāhum	1
تفانين	Tafānīn	1
تفاقمها	tafāqumihā	1
تفاعيل	tafāʻīl	1
تفاعلية	Tafāʻulīyah	1
تعليمه	taʻlīmih	1
تعليمنا	Taʻlīmunā	1
Sirat	Sirat	1
الكيماوية	al-kīmāwīyah	1
الكيميا	al-kīmiyā	1
تعددت	taʻaddadat	1
تعدادهم	tiʻdāduhum	1
تعدادها	taʻdāduhā	1
الكيميائ	al-kīmīyāʼī	1
الكيميائي	al-kīmiyāʼī	1
الكيميائية	al-Kīmyāʼīyah	1
Fadwá	Fadwá	1
الكيرينية	al-Kīrīnīyah	1
الكيفانية	al-Kīfānīyah	1
الكيكي	al-Kīkī	1
الكيل	al-Kayl	1
الكينا	al-Kinā	1
الكينة	al-Kīnah	1
تعبئة	Taʻbiʼat	1
تعايشى	Taʻāyushī	1
الكچوئي	al-Kachvūʼī	1
تعاويذ	Taʻāwīdh	1
اللآجئين	al-Lājiʼīn	1
اللآرامية	al-Ārāmīyah	1
اللآل	al-laʼāl	1
تعاني	tuʻānī	1
تعانق	tuʻāniqu	1
تعامله	taʻāmuluh	1
تعاملات	taʻāmulāt	1
اللآلى	al-Laʼāliʼ	1
تعاليمه	taʻālīmuh	1
اللآلىء	al-Laʼāliʼ	1
الكَناوية	al-Gināwīyah	1
تعبدية	taʻabbudīyah	1
تعجل	tuʻajjil	1
تعبر	taʻabbir	1
تعثر	taʻaththur	1
تعتنق	taʻtaniq	1
الكينونة	al-Kaynūnah	1
تعتري	taʻtarī	1
تعتذر	taʻtadhir	1
تعتبي	taʻtibī	1
تعتاش	taʻtāshu	1
تعبيرات	Taʻbīrāt	1
تعبيرا	taʻbīran	1
الكيهكيّة	al-kiyahkīyah	1
الكيومي	al-Kayyūmī	1
تعبيد	ʻAbīd	1
تعبق	taʻbaq	1
الكيروسين	al-kīrūsīn	1
تعليب	Taʻlīb	1
تعلمين	taʻlamīn	1
تعلموا	taʻallamū	1
تعلمه	taʻallamahu	1
تعلمت	Taʼallamtu	1
الكويتية-العراقية	al-Kuwaytīyah-al-ʻIrāqīyah	1
الكويتية-الفلسطينية	al-Kuwaytīyah-al-Filasṭīnīyah	1
تعلق	taʻallaqa	1
الكويتين	al-Kuwaytīyīn	1
تعكسها	taʻkisuhā	1
الكويتيه	al-Kuwaytīyah	1
تعقيق	taq̣īq	1
تعقيد	taʻqīd	1
Faculgy	Faculgy	1
تعلو	taʻlū	1
Sitifis	Sitifis	1
Facts	Facts	1
FI	FI	1
FIDIC	FIDIC	1
تعليلية	taʻlīlīyah	1
Slavery	Slavery	1
الكويت-فبراير	al-Kuwayt-Fibrāyir	1
Sixteenth	Sixteenth	1
FLN	FLN	1
تعقد	tuʻqadu	1
تعقبات	Taʻaqqubāt	1
الكيخيا	al-Kīkhiya	1
الكيد	al-kayd	1
تعريفا	taʻrīfan	1
الكيدري	al-Kaydarī	1
تعريت	taʻarrayt	1
تعريبه	taʻrībih	1
Fadle	Fadle	1
الكيدية	al-kaydīyah	1
الكيذاوي	al-Kīdhāwī	1
الكيذرى	al-Kaydhurī	1
تعرفة	taʻrifat	1
الكيبالي	al-Kībālī	1
تعش	taʻish	1
تعقب	taʻaqqub	1
الكويز	al-Kuwīz	1
تعطيل	tʻṭīl	1
تعضك	taʻuḍḍak	1
الكي	al-Kayy	1
تعريفية	taʻrīfīyah	1
تعزيزها	taʻzīzihā	1
الكيانات	al-Kiyānāt	1
Fadda	Fadda	1
Sohar	Sohar	1
الكوتة	al-kūtah	1
تكليف	taklīf	1
تقوي	tuqawwī	1
تقومية	taqwīmīyah	1
تقولين	Taqūlīn	1
الكميل	al-Kamīl	1
تقودها	taqūduhā	1
تقوايي	Taqwāyī	1
تقوايى	Taqvāyī	1
تقهيم	Taqwīm	1
تقهقر	taqahqur	1
تقنينها	taqnīnuhā	1
تقنينات	taqnīnāt	1
الكمينة	al-kamīnah	1
الكنابة	al-Kitābah	1
الكنان	Kinān	1
الكمياء	al-kimīyāʼ	1
تقيي	Taqiyy	1
تقيم	taqīm	1
تقيا	taqīyan	1
الكملي	Kamlī	1
الكموز	al-Kunūz	1
Etienne	Etienne	1
تقويمها	taqwīmuhā	1
تقويمه	taqwīmuhu	1
الكموني	Kammūnī	1
Etude	Edutes	1
الكمل	al-kamil	1
تقطف	taqṭufu	1
تقطعت	taqaṭṭaʻat	1
تقصيات	taqaṣṣīyāt	1
الكنداوي	al-Kindāwī	1
تقصص	taqṣuṣ	1
الكندهلوي	al-Kandahalwī	1
تقسير	Tafsīr	1
تقسو	taqsū	1
Eucharistia	Eucharistia	1
تقريط	taqrīẓ	1
تقريرٱ	taqrīran	1
تقريرين	taqrīrayn	1
تقريري	taqrīrī	1
الكندوز	al-Gandūz	1
تقعيد	taqʻīd	1
تقفيل	taqfīl	1
تقمصتني	Taqammaṣatnī	1
الكنبة	al-kanabah	1
الكنبلي	al-Kanbalī	1
تقليب	tqlību	1
تقلى	Taqlá	1
الكنبوري	al-Kanbūrī	1
تقلبت	taqallabat	1
الكنتية	al-Kuntīyah	1
تقلاوي	Taqalāwī	1
الكنجر	al-kanjar	1
الكنجوي	al-Ganjawī	1
الكمركية	al-kumrukīyah	1
الكوتا	al-kūtā	1
الكليبي	al-Kulaybī	1
تكسوار	Tikswār	1
تكسرها	taksiruhā	1
تكسر	taksir	1
Sony	Sony	1
تكريمي	takrīmī	1
تكريمه	takrīmuh	1
Some	Some	1
تكريس	Takrīs	1
الكليجا	al-Kulījā	1
الكليم	al-kalīm	1
الكليه	al-Kullīyah	1
الكليايكاني	al-Gulpāyakānī	1
الكماشة	al-kammāshah	1
تكلني	takilunī	1
تكلمّ	takallama	1
Soufi	Soufi	1
تكفيك	takfīk	1
الكلوم	al-kulūm	1
تكشيف	takshīf	1
الكلياكياني	al-Gulpāyigānī	1
تكشفات	takashshufāt	1
الكلپايكاني	al-Gulpāygānī	1
تكرماً	takrimān	1
تكبالي	Takbālī	1
تكاملية	takāmulīyah	1
تكاملي	takāmulī	1
تكاملى	takāmulī	1
تكامله	takāmulihi	1
الكمبيوتر	al-kambiyūtir	1
الكمداني	al-Kamdānī	1
الكمرأي	al-Kamraʼī	1
تكاثر	takāthur	1
تكابد	Tukābidu	1
الكمركي	al-kumrukī	1
تقييمه	taqyīmih	1
Etendue	Etendue	1
Ethawy	Ethawy	1
تقييدها	taqyīdihā	1
تقييدان	Taqyīdān	1
تكايا	takāyā	1
تكبر	takbar	1
تكرم	tukarrim	1
تكرار	ḥukm	1
الكمان	al-Kamān	1
تكدير	takdīr	1
تكدي	Takdī	1
تكحيل	Takḥīl	1
تكتلات	takattulāt	1
تكتسي	taktasī	1
تكتبه	taktubuhu	1
الكمباني	al-Kumbānī	1
الكمبودية	al-Kambūdīyah	1
تقريرمركز	taqrīr	1
تقارنية	taqārunīyah	1
تقارض	Taqāruḍ	1
الكهرومائية	al-kahrūmāʼīyah	1
تقابلي	taqābulī	1
الكهنة	al-kahanah	1
تقابل	taqābul	1
تفکريه	tafakkurīyah	1
تفوق	tafūq	1
الكهنوتية	al-Kahnūtīyah	1
تفوت	tafūt	1
تفهيم	Tafhīm	1
تفهمية	tafhimīyah	1
تفهمني	tafhamanī	1
تفهم	tafahhum	1
الكوابيس	al-Kawābīs	1
Exposition	Exposition	1
تفنست	Tafunasit	1
Expenditure	Expenditure	1
تقاويم	taqāwīm	1
تقاوم	tuqāwimu	1
تقانة	Tiqānat	1
تقانات	tiqānāt	1
تقاليده	taqālīduhu	1
الكهانة	al-kihānah	1
الكهرباء	al-Kahrabāʼ	1
تقاطعات	taqāṭuʻāt	1
تقاضي	tuqāḍī	1
تقاريره	taqārīruhu	1
الكوادي	al-Kawwādī	1
تفليقة	Taflīqah	1
Somali	Somali	1
تفعيلها	tafʻīluhā	1
الكواهلة	al-Kawāhilah	1
تفعيلة	tafʻīlah	1
تفعيلا	tafʻīlan	1
الكوة	al-Kawwah	1
تفعلين	tafʻalīna	1
تفعل	tafʻal	1
تفضيلية	tafḍīlīyah	1
تفضي	tufḍī	1
تفضع	taḍaḥ	1
تفق	Taufiq	1
الكوازية	al-Kuwāzīyah	1
